region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,logtoll,logequi,logcard,logwire,lninc,custcat,churn
Zone 3,20,51,Married,11,27,College degree,6,No,Male,3,Yes,No,Yes,No,9.05,24.75,0,11.5,0,182.95,490.25,0,215,0,No,No,No,No,Yes,Yes,Yes,Yes,Yes,2.2,3.21,,2.44,,3.3,Plus service,No
Zone 2,70,35,Married,4,48,High school degree,9,No,Male,3,No,No,Yes,No,43.6,0,0,30,0,3040.8,0,0,2020,0,Yes,No,No,No,No,No,No,Yes,No,3.78,,,3.4,,3.87,E-service,No
Zone 3,32,47,Unmarried,25,135,High school degree,6,No,Female,1,No,No,No,No,10.5,0,0,0,0,353,0,0,0,0,No,No,No,Yes,No,No,No,No,No,2.35,,,,,4.91,Basic service,No
Zone 2,61,52,Married,23,19,Did not complete high school,0,No,Male,2,Yes,Yes,Yes,No,18.2,24.75,29.95,9.25,0,1037.65,1568.4,1758.4,570,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,2.9,3.21,3.4,2.22,,2.94,Plus service,Yes
Zone 1,24,25,Married,3,28,College degree,0,No,Male,3,No,Yes,Yes,Yes,10.6,0,40.4,25.25,23.4,267.3,0,920.15,530,533.85,Yes,No,Yes,Yes,No,No,No,No,Yes,2.36,,3.7,3.23,3.15,3.33,E-service,No
Zone 2,56,61,Married,14,12,Did not complete high school,16,Yes,Female,2,No,No,Yes,No,16.85,0,0,11.25,0,881.65,0,0,595,0,No,No,No,No,No,No,No,No,No,2.82,,,2.42,,2.48,Basic service,No
Zone 3,54,59,Unmarried,28,28,High school degree,15,No,Male,1,No,Yes,Yes,Yes,10.7,0,31.65,5.25,19.05,638.55,0,1717.7,290,894.1,Yes,No,No,Yes,Yes,No,No,Yes,No,2.37,,3.45,1.66,2.95,3.33,E-service,No
Zone 3,43,38,Married,7,18,Some college,8,No,Female,3,No,Yes,No,Yes,9.4,0,39.55,0,29.4,411.15,0,1758.7,0,1159.3,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,2.24,,3.68,,3.38,2.89,Total service,No
Zone 1,19,35,Unmarried,7,58,Some college,5,No,Female,1,Yes,Yes,Yes,Yes,3.65,37,40.3,21.25,43.05,65.15,690.85,742.95,385,741.65,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.29,3.61,3.7,3.06,3.76,4.06,Total service,Yes
Zone 3,5,43,Unmarried,16,72,Some college,17,No,Female,1,Yes,No,Yes,No,5.55,15.75,0,6.5,0,23.9,62.25,0,25,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.71,2.76,,1.87,,4.28,Plus service,No
Zone 1,24,61,Married,6,112,College degree,3,No,Female,4,No,No,Yes,No,8.2,0,0,11,0,210.25,0,0,265,0,No,No,No,Yes,No,No,No,No,Yes,2.1,,,2.4,,4.72,Basic service,Yes
Zone 3,62,35,Married,2,28,High school degree,8,No,Female,2,No,No,Yes,No,18.45,0,0,19,0,1152.7,0,0,1150,0,Yes,No,No,No,No,No,No,No,No,2.92,,,2.94,,3.33,E-service,No
Zone 2,14,40,Unmarried,13,398,Post-undergraduate degree,11,No,Female,1,Yes,Yes,Yes,Yes,6.4,18,43.1,23.75,47.7,71,259,597.8,295,644.35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.86,2.89,3.76,3.17,3.86,5.99,Total service,Yes
Zone 3,60,48,Married,22,106,Some college,21,No,Female,3,Yes,No,Yes,Yes,13.05,44.25,0,17,69.55,760.95,2601.85,0,1050,4154.55,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.57,3.79,,2.83,4.24,4.66,Total service,No
Zone 2,30,74,Married,12,10,Did not complete high school,3,Yes,Female,2,Yes,No,Yes,No,7.25,30.25,0,17.25,0,225.3,906,0,585,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.98,3.41,,2.85,,2.3,Plus service,No
Zone 1,40,42,Married,16,108,Some college,17,No,Male,4,No,Yes,No,No,4.95,0,29.7,0,0,205.65,0,1151.35,0,0,Yes,No,No,Yes,No,No,No,No,Yes,1.6,,3.39,,,4.68,E-service,Yes
Zone 2,42,50,Married,17,85,High school degree,15,No,Female,4,No,No,Yes,No,14.3,0,0,11.5,0,567.95,0,0,485,0,No,No,No,No,No,No,No,No,No,2.66,,,2.44,,4.44,Basic service,No
Zone 1,20,34,Unmarried,14,51,Some college,9,No,Female,1,No,No,No,No,5.65,0,0,0,0,126.4,0,0,0,0,Yes,No,No,Yes,No,No,No,No,No,1.73,,,,,3.93,E-service,Yes
Zone 1,4,22,Married,1,22,High school degree,2,No,Female,3,No,No,Yes,No,2.25,0,0,23.5,0,8,0,0,85,0,No,No,No,No,Yes,No,Yes,Yes,No,0.81,,,3.16,,3.09,Plus service,No
Zone 2,44,49,Married,2,66,High school degree,8,No,Female,4,Yes,No,Yes,Yes,4.25,43.25,0,38.75,39.55,184.9,1980.05,0,1655,1655.9,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1.45,3.77,,3.66,3.68,4.19,Total service,No
Zone 3,49,63,Unmarried,18,10,High school degree,2,Yes,Male,1,Yes,No,Yes,No,13.9,33.25,0,12.75,0,668.95,1624.6,0,615,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.63,3.5,,2.55,,2.3,Plus service,No
Zone 3,5,36,Married,2,34,Did not complete high school,4,No,Female,2,Yes,No,No,No,3.5,19.5,0,0,0,14.2,105.9,0,0,0,No,No,No,No,Yes,No,Yes,Yes,No,1.25,2.97,,,,3.53,Plus service,Yes
Zone 3,70,50,Married,29,67,Did not complete high school,22,No,Male,4,No,No,Yes,No,51.9,0,0,15.75,0,3438.4,0,0,1075,0,Yes,No,No,No,No,No,No,No,No,3.95,,,2.76,,4.2,E-service,No
Zone 1,30,57,Married,16,19,Did not complete high school,1,No,Male,4,No,No,Yes,No,7.25,0,0,8.5,0,200.1,0,0,285,0,No,No,No,No,No,No,No,No,No,1.98,,,2.14,,2.94,Basic service,Yes
Zone 2,28,48,Unmarried,20,128,College degree,4,No,Female,1,Yes,Yes,Yes,Yes,10,20.75,53.6,26.5,55.3,313.05,590.9,1481.35,710,1424.2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.3,3.03,3.98,3.28,4.01,4.85,Total service,Yes
Zone 1,5,28,Married,3,39,Post-undergraduate degree,1,No,Male,6,Yes,Yes,Yes,Yes,4.7,24.25,44.65,16.5,32.5,30.75,131.9,184.25,60,106.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.55,3.19,3.8,2.8,3.48,3.66,Total service,No
Zone 2,27,35,Unmarried,12,56,Did not complete high school,3,No,Female,1,Yes,Yes,Yes,Yes,8.25,32.5,35.65,11,33.85,202.55,897.95,903.25,205,805.95,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.11,3.48,3.57,2.4,3.52,4.03,Total service,No
Zone 2,17,39,Unmarried,12,45,College degree,10,No,Female,1,No,Yes,No,No,8.65,0,28.95,0,0,133.1,0,450.2,0,0,No,No,No,No,No,No,No,No,Yes,2.16,,3.37,,,3.81,Basic service,Yes
Zone 1,4,37,Married,8,25,Did not complete high school,1,No,Female,5,No,No,No,No,2.5,0,0,0,0,9.15,0,0,0,0,No,No,No,No,No,No,No,No,No,0.92,,,,,3.22,Basic service,No
Zone 1,30,23,Married,0,24,High school degree,1,No,Female,4,Yes,No,No,No,13.35,22.5,0,0,0,397.4,636.35,0,0,0,No,No,No,Yes,Yes,Yes,No,Yes,No,2.59,3.11,,,,3.18,Plus service,No
Zone 3,71,40,Married,19,53,College degree,14,No,Female,2,Yes,No,Yes,Yes,10.15,40,0,27.75,38.35,781.7,2912.3,0,2030,2590.65,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,2.32,3.69,,3.32,3.65,3.97,Total service,No
Zone 3,67,77,Unmarried,55,49,Did not complete high school,45,Yes,Female,1,No,No,Yes,No,25.35,0,0,26.75,0,1692,0,0,1755,0,No,No,No,No,No,Yes,No,No,No,3.23,,,3.29,,3.89,Basic service,No
Zone 3,24,48,Married,3,38,Did not complete high school,16,No,Female,2,No,No,Yes,No,5.55,0,0,11.25,0,133.4,0,0,265,0,No,No,No,No,No,No,No,No,No,1.71,,,2.42,,3.64,Basic service,No
Zone 1,24,54,Married,7,84,Some college,10,No,Female,2,No,Yes,Yes,No,11.45,0,28.7,10.5,0,288.05,0,675.4,220,0,No,No,No,Yes,No,No,No,No,Yes,2.44,,3.36,2.35,,4.43,Basic service,Yes
Zone 2,59,54,Unmarried,32,126,Did not complete high school,22,No,Female,1,Yes,No,Yes,No,13.6,28.75,0,11.75,0,796.4,1625.1,0,660,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.61,3.36,,2.46,,4.84,Plus service,No
Zone 3,59,32,Unmarried,9,73,College degree,5,No,Male,1,Yes,No,Yes,No,29.2,21.5,0,12.75,0,1726.6,1231.9,0,655,0,Yes,No,No,No,Yes,Yes,No,No,Yes,3.37,3.07,,2.55,,4.29,E-service,Yes
Zone 3,44,37,Married,1,41,College degree,8,No,Female,6,No,No,No,No,9.15,0,0,0,0,387.95,0,0,0,0,Yes,Yes,No,Yes,No,No,No,No,Yes,2.21,,,,,3.71,E-service,No
Zone 1,19,31,Married,0,22,College degree,2,No,Male,3,No,No,No,No,4.85,0,0,0,0,88.9,0,0,0,0,Yes,No,No,No,No,No,No,No,No,1.58,,,,,3.09,E-service,Yes
Zone 2,58,46,Married,23,23,Did not complete high school,2,No,Female,2,No,Yes,Yes,No,11.1,0,25.6,10.5,0,620.75,0,1471.4,625,0,No,No,No,Yes,No,No,No,No,No,2.41,,3.24,2.35,,3.14,Basic service,No
Zone 1,41,53,Married,22,94,High school degree,25,No,Male,2,No,No,Yes,No,12.65,0,0,11.75,0,488.15,0,0,500,0,Yes,No,No,No,No,No,No,Yes,No,2.54,,,2.46,,4.54,E-service,No
Zone 2,16,33,Unmarried,1,30,Some college,7,No,Male,4,Yes,Yes,Yes,Yes,9.25,21,41.4,17.75,41,138.5,282.3,634.1,265,595.3,No,Yes,No,No,Yes,Yes,Yes,Yes,No,2.22,3.04,3.72,2.88,3.71,3.4,Plus service,Yes
Zone 3,13,36,Unmarried,11,31,High school degree,0,No,Male,1,No,No,No,No,2.3,0,0,0,0,30.5,0,0,0,0,No,No,No,No,No,No,No,Yes,No,0.83,,,,,3.43,Basic service,Yes
Zone 1,60,53,Unmarried,22,171,Did not complete high school,37,No,Female,1,Yes,No,Yes,No,9.9,31.75,0,18,0,608.65,1972.1,0,1070,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.29,3.46,,2.89,,5.14,Plus service,No
Zone 2,72,49,Married,23,102,Did not complete high school,27,No,Female,6,No,No,Yes,No,41.15,0,0,33.25,0,3098.55,0,0,2345,0,Yes,No,No,No,No,No,No,No,No,3.72,,,3.5,,4.62,E-service,No
Zone 2,33,39,Unmarried,17,27,College degree,3,No,Female,1,Yes,Yes,Yes,Yes,9.7,21.75,41.75,8.5,61.6,294.8,680.3,1342.05,255,2019.75,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,2.27,3.08,3.73,2.14,4.12,3.3,Total service,No
Zone 2,72,45,Married,25,98,College degree,20,No,Female,2,No,No,Yes,Yes,30.25,0,0,13.25,42.85,2182.65,0,0,900,2940.35,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.41,,,2.58,3.76,4.58,Total service,No
Zone 1,66,54,Married,8,591,College degree,25,No,Female,2,Yes,Yes,Yes,Yes,25,34.25,45,16,53,1636.25,2242.55,2816.25,1005,3538.5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.22,3.53,3.81,2.77,3.97,6.38,Total service,No
Zone 3,53,37,Married,7,25,Did not complete high school,2,No,Female,6,Yes,No,Yes,No,5.4,52,0,34,0,291.5,2794.95,0,1660,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.69,3.95,,3.53,,3.22,Plus service,No
Zone 2,22,28,Married,0,36,College degree,0,No,Male,4,Yes,Yes,Yes,Yes,9.7,21.5,39.9,9.5,42.9,220.75,480.1,857.2,175,883.2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.27,3.07,3.69,2.25,3.76,3.58,Total service,No
Zone 2,14,26,Married,1,25,High school degree,0,No,Female,3,No,No,No,No,4.4,0,0,0,0,71.2,0,0,0,0,No,No,No,No,Yes,No,Yes,No,No,1.48,,,,,3.22,Plus service,No
Zone 1,52,49,Unmarried,18,69,High school degree,13,No,Female,2,No,No,Yes,Yes,18.35,0,0,19,34.5,893.25,0,0,935,1711.7,No,No,No,No,Yes,Yes,Yes,Yes,No,2.91,,,2.94,3.54,4.23,Plus service,No
Zone 3,33,30,Married,5,22,Did not complete high school,0,No,Male,2,Yes,No,Yes,Yes,5.55,33.75,0,37.25,30,211.05,1129.25,0,1215,946.8,No,No,Yes,No,Yes,Yes,Yes,Yes,No,1.71,3.52,,3.62,3.4,3.09,Plus service,No
Zone 3,72,66,Unmarried,26,67,High school degree,37,Yes,Female,1,Yes,No,Yes,No,39.1,65,0,39.75,0,2743.65,4748.45,0,2830,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.67,4.17,,3.68,,4.2,Plus service,No
Zone 1,40,40,Married,3,73,College degree,12,No,Female,4,No,No,Yes,Yes,10,0,0,14,27.15,376.6,0,0,555,1035.5,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2.3,,,2.64,3.3,4.29,Plus service,Yes
Zone 2,29,26,Unmarried,1,22,College degree,2,No,Female,1,No,Yes,Yes,Yes,6.1,0,47,24.25,35.55,175.3,0,1265.65,710,965.9,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1.81,,3.85,3.19,3.57,3.09,Total service,Yes
Zone 3,63,67,Unmarried,22,9,High school degree,12,Yes,Male,1,No,No,Yes,No,18.05,0,0,19,0,1140.2,0,0,1135,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.89,,,2.94,,2.2,Plus service,No
Zone 2,56,54,Unmarried,25,147,Some college,31,No,Female,1,Yes,Yes,Yes,Yes,12.7,24.5,39.05,24.25,34.2,763.1,1348.15,2108.1,1310,1848.85,Yes,No,Yes,Yes,Yes,No,No,No,Yes,2.54,3.2,3.66,3.19,3.53,4.99,E-service,No
Zone 3,60,50,Married,26,239,High school degree,19,No,Female,2,Yes,No,Yes,Yes,21.5,77.75,0,10.25,64.2,1377,4628.5,0,570,3756.15,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.07,4.35,,2.33,4.16,5.48,Total service,No
Zone 3,28,22,Married,3,23,Some college,1,No,Male,5,No,No,No,No,10.95,0,0,0,0,263.95,0,0,0,0,No,No,No,No,Yes,No,No,No,Yes,2.39,,,,,3.14,Basic service,No
Zone 2,39,39,Unmarried,19,29,College degree,6,No,Male,1,No,No,Yes,No,5.95,0,0,21.25,0,227.85,0,0,835,0,Yes,No,No,Yes,No,No,No,Yes,No,1.78,,,3.06,,3.37,E-service,No
Zone 3,65,39,Married,18,32,High school degree,15,No,Male,4,No,No,Yes,No,21.1,0,0,9.75,0,1432.8,0,0,585,0,No,No,No,No,Yes,No,Yes,No,No,3.05,,,2.28,,3.47,Plus service,No
Zone 3,29,31,Unmarried,7,30,Some college,7,No,Female,1,Yes,No,Yes,No,7.6,33.75,0,14.5,0,240.85,937.85,0,395,0,No,No,Yes,No,Yes,Yes,Yes,Yes,No,2.03,3.52,,2.67,,3.4,Plus service,No
Zone 3,28,36,Unmarried,8,57,High school degree,13,No,Female,2,Yes,No,Yes,No,9.6,21.75,0,17.25,0,272.85,607.95,0,435,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.26,3.08,,2.85,,4.04,Plus service,No
Zone 1,2,18,Unmarried,0,20,High school degree,0,No,Male,1,Yes,No,Yes,Yes,3.75,22.25,0,23.5,27.1,4.45,44.65,0,15,25.65,No,No,Yes,No,Yes,Yes,Yes,Yes,No,1.32,3.1,,3.16,3.3,3,Plus service,Yes
Zone 3,67,52,Unmarried,13,248,High school degree,20,No,Female,3,Yes,Yes,Yes,No,35.85,39.75,34.3,22.25,0,2368.9,2522.75,2170.85,1435,0,Yes,No,No,No,Yes,No,Yes,Yes,No,3.58,3.68,3.54,3.1,,5.51,Plus service,No
Zone 3,5,35,Married,9,59,Some college,8,No,Female,5,Yes,Yes,Yes,Yes,3.1,18.5,37.9,22.75,26.4,21.45,114.8,140.35,120,109.6,No,No,Yes,Yes,Yes,Yes,No,No,Yes,1.13,2.92,3.63,3.12,3.27,4.08,Total service,No
Zone 3,48,35,Unmarried,10,24,High school degree,6,No,Male,1,Yes,No,Yes,No,16.95,43,0,28.5,0,874.45,2007.4,0,1270,0,No,No,No,No,Yes,No,Yes,Yes,No,2.83,3.76,,3.35,,3.18,Plus service,No
Zone 2,10,26,Married,4,25,Did not complete high school,4,No,Female,3,No,No,No,No,3.7,0,0,0,0,38.2,0,0,0,0,No,No,No,No,No,No,No,No,No,1.31,,,,,3.22,Basic service,No
Zone 2,17,28,Unmarried,3,37,Some college,2,No,Female,1,No,No,No,No,5.5,0,0,0,0,84.25,0,0,0,0,Yes,No,No,No,No,No,Yes,Yes,No,1.7,,,,,3.61,Plus service,Yes
Zone 1,21,24,Married,0,30,College degree,0,No,Female,5,Yes,Yes,Yes,Yes,17.8,23.75,36.3,10.5,31.75,374.05,513.65,738.9,205,642.2,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,2.88,3.17,3.59,2.35,3.46,3.4,Total service,No
Zone 2,25,51,Unmarried,9,66,College degree,13,No,Male,2,Yes,Yes,Yes,Yes,6.45,16.25,48.15,31,34.55,140.85,415.55,1202.65,790,828.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.86,2.79,3.87,3.43,3.54,4.19,Total service,No
Zone 3,44,31,Unmarried,8,16,Did not complete high school,3,No,Male,1,No,No,Yes,No,14.4,0,0,12,0,632.95,0,0,490,0,No,No,No,No,No,No,No,No,No,2.67,,,2.48,,2.77,Basic service,Yes
Zone 2,59,49,Unmarried,28,429,College degree,23,No,Female,2,Yes,Yes,Yes,Yes,10.2,24.25,42.85,16,43.35,592.2,1524.8,2444.7,885,2450.9,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,2.32,3.19,3.76,2.77,3.77,6.06,Total service,Yes
Zone 2,11,26,Unmarried,7,20,High school degree,4,No,Male,1,No,No,No,No,6.95,0,0,0,0,84.05,0,0,0,0,No,No,No,No,No,No,No,No,No,1.94,,,,,3,Basic service,No
Zone 2,50,68,Married,32,262,Some college,28,No,Male,2,Yes,Yes,Yes,Yes,12.4,20.5,40.8,18.25,25.15,601.1,993.65,2025.25,870,1217.35,No,No,No,Yes,Yes,No,Yes,Yes,Yes,2.52,3.02,3.71,2.9,3.22,5.57,Plus service,No
Zone 3,23,25,Married,2,28,Some college,1,No,Female,5,No,No,No,No,4.15,0,0,0,0,94.25,0,0,0,0,Yes,No,No,No,No,No,No,No,No,1.42,,,,,3.33,E-service,No
Zone 1,17,19,Unmarried,0,18,High school degree,0,No,Female,2,No,Yes,No,No,7.1,0,24.95,0,0,120.35,0,401.8,0,0,Yes,No,No,Yes,No,No,No,No,Yes,1.96,,3.22,,,2.89,E-service,Yes
Zone 1,15,62,Married,3,144,Some college,21,No,Male,2,Yes,No,Yes,Yes,5.25,15.5,0,31.75,33.95,81.05,237.9,0,490,446.1,No,Yes,No,No,Yes,Yes,Yes,Yes,No,1.66,2.74,,3.46,3.52,4.97,Plus service,No
Zone 2,68,57,Married,38,33,Did not complete high school,9,No,Female,2,No,No,Yes,No,13.5,0,0,19,0,901,0,0,1240,0,Yes,No,No,No,No,No,No,No,No,2.6,,,2.94,,3.5,E-service,No
Zone 1,69,42,Married,23,19,Some college,0,No,Female,2,No,Yes,Yes,No,25.95,0,36.9,18.75,0,1812.15,0,2630.5,1270,0,No,No,No,Yes,No,No,No,No,Yes,3.26,,3.61,2.93,,2.94,Basic service,No
Zone 1,30,24,Married,3,30,Did not complete high school,7,No,Female,5,No,No,No,No,6.75,0,0,0,0,171.75,0,0,0,0,No,No,No,No,No,No,No,No,No,1.91,,,,,3.4,Basic service,Yes
Zone 3,22,30,Unmarried,8,41,High school degree,8,No,Male,1,Yes,No,Yes,Yes,6.1,22.75,0,13.25,21.35,119.95,441.25,0,290,467.05,No,Yes,No,No,Yes,Yes,No,Yes,No,1.81,3.12,,2.58,3.06,3.71,Plus service,No
Zone 2,10,20,Married,1,20,High school degree,0,No,Female,4,No,No,No,No,5.9,0,0,0,0,48.95,0,0,0,0,No,No,No,No,No,No,No,No,No,1.77,,,,,3,Basic service,Yes
Zone 1,72,59,Married,12,65,Some college,21,No,Female,6,No,Yes,Yes,No,34.65,0,36.45,40.75,0,2519.3,0,2583.9,2910,0,Yes,No,No,No,Yes,No,No,No,No,3.55,,3.6,3.71,,4.17,E-service,No
Zone 2,34,24,Married,5,17,College degree,0,No,Female,2,No,No,Yes,No,15.25,0,0,4.75,0,522.45,0,0,150,0,No,No,No,No,Yes,No,No,Yes,No,2.72,,,1.56,,2.83,Plus service,No
Zone 2,43,49,Married,18,66,Did not complete high school,22,No,Male,4,No,No,Yes,No,8.6,0,0,20.75,0,376.7,0,0,875,0,Yes,No,No,No,No,Yes,No,Yes,No,2.15,,,3.03,,4.19,Plus service,No
Zone 3,31,37,Married,15,18,College degree,5,No,Male,3,Yes,Yes,Yes,Yes,5.2,19.5,47.25,15.75,39.8,151.7,611.1,1457.95,460,1170.3,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1.65,2.97,3.86,2.76,3.68,2.89,Total service,No
Zone 2,6,27,Married,5,26,College degree,2,No,Male,5,Yes,No,No,No,5.6,12,0,0,0,30.35,72.5,0,0,0,No,No,No,No,No,No,No,No,No,1.72,2.48,,,,3.26,Basic service,Yes
Zone 2,48,42,Unmarried,21,46,College degree,4,No,Male,1,No,No,Yes,No,14.45,0,0,41.5,0,618.1,0,0,1935,0,No,No,No,No,No,Yes,Yes,No,No,2.67,,,3.73,,3.83,Plus service,No
Zone 2,50,25,Unmarried,6,19,Did not complete high school,5,No,Male,3,No,No,Yes,No,7.25,0,0,7.5,0,356.15,0,0,375,0,No,No,No,No,No,No,No,No,No,1.98,,,2.01,,2.94,Basic service,No
Zone 3,20,41,Married,19,58,High school degree,6,No,Female,2,No,No,No,No,5.25,0,0,0,0,98.2,0,0,0,0,Yes,No,No,No,No,No,No,No,No,1.66,,,,,4.06,E-service,No
Zone 3,61,73,Unmarried,10,25,Did not complete high school,21,Yes,Male,1,No,No,Yes,No,16.65,0,0,71,0,965.6,0,0,4350,0,No,No,No,No,No,No,No,No,No,2.81,,,4.26,,3.22,Basic service,No
Zone 2,6,21,Unmarried,0,15,High school degree,1,No,Female,1,No,No,No,No,3.65,0,0,0,0,19.4,0,0,0,0,No,No,No,No,No,No,No,No,No,1.29,,,,,2.71,Basic service,No
Zone 2,1,22,Unmarried,2,35,High school degree,2,No,Male,1,No,No,No,No,1.65,0,0,0,0,1.65,0,0,0,0,No,No,No,Yes,No,No,No,No,Yes,0.5,,,,,3.56,Basic service,Yes
Zone 1,21,43,Unmarried,13,41,High school degree,1,No,Female,1,Yes,Yes,Yes,Yes,6.15,23.75,45.4,12.25,37.25,118.15,497.15,878.6,195,763.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.82,3.17,3.82,2.51,3.62,3.71,Total service,Yes
Zone 3,7,32,Unmarried,1,71,College degree,3,No,Male,2,Yes,Yes,No,Yes,3.6,15.25,41,0,28.05,19.1,122.1,245.65,0,157.15,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.28,2.72,3.71,,3.33,4.26,Total service,No
Zone 3,65,56,Married,19,608,Some college,34,No,Female,2,Yes,No,Yes,Yes,14.55,69.5,0,20.25,68.3,964.85,4584.8,0,1300,4325.6,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.68,4.24,,3.01,4.22,6.41,Total service,No
Zone 1,64,37,Unmarried,10,44,College degree,9,No,Female,1,No,Yes,Yes,No,16.15,0,35.05,22,0,965.3,0,2337.25,1350,0,Yes,Yes,No,No,No,No,Yes,No,Yes,2.78,,3.56,3.09,,3.78,E-service,No
Zone 3,4,30,Unmarried,0,41,High school degree,0,No,Male,2,No,No,No,No,2,0,0,0,0,9.9,0,0,0,0,No,No,No,No,Yes,Yes,Yes,No,No,0.69,,,,,3.71,Plus service,Yes
Zone 1,67,45,Married,22,83,Some college,11,No,Female,2,No,No,Yes,No,27,0,0,10.75,0,1724.8,0,0,640,0,Yes,No,No,No,No,No,Yes,No,Yes,3.3,,,2.37,,4.42,E-service,No
Zone 2,22,35,Unmarried,12,28,High school degree,3,No,Male,2,No,No,No,No,6.6,0,0,0,0,180.55,0,0,0,0,Yes,No,Yes,Yes,No,No,No,No,No,1.89,,,,,3.33,E-service,Yes
Zone 3,51,37,Married,17,101,High school degree,10,No,Female,2,No,No,Yes,No,14.95,0,0,9.5,0,736.85,0,0,480,0,Yes,No,No,No,No,Yes,Yes,No,No,2.7,,,2.25,,4.62,Plus service,No
Zone 1,50,28,Unmarried,6,28,Did not complete high school,10,No,Female,1,Yes,Yes,Yes,Yes,6.4,17.25,36.85,12.75,22,330.95,851.7,1869.4,600,997,Yes,No,No,No,No,Yes,Yes,Yes,No,1.86,2.85,3.61,2.55,3.09,3.33,Plus service,No
Zone 1,31,47,Married,18,35,High school degree,0,No,Male,2,No,No,No,No,11.95,0,0,0,0,390.6,0,0,0,0,No,No,No,No,No,No,No,No,No,2.48,,,,,3.56,Basic service,No
Zone 3,4,28,Unmarried,0,39,High school degree,3,No,Female,1,Yes,No,Yes,No,7.1,15,0,12.75,0,23.8,70.45,0,25,0,No,No,No,No,Yes,Yes,Yes,No,No,1.96,2.71,,2.55,,3.66,Plus service,Yes
Zone 3,60,56,Unmarried,19,51,College degree,11,No,Male,1,No,Yes,Yes,Yes,15.25,0,57.45,28.5,67,873.7,0,3404.1,1630,4046.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.72,,4.05,3.35,4.2,3.93,Total service,No
Zone 3,7,31,Married,12,31,High school degree,7,No,Female,6,No,No,No,No,5.05,0,0,0,0,38.05,0,0,0,0,No,No,No,No,No,No,No,No,Yes,1.62,,,,,3.43,Basic service,Yes
Zone 3,20,40,Unmarried,2,209,College degree,15,No,Female,1,No,No,Yes,No,7.2,0,0,4.75,0,172.1,0,0,80,0,Yes,No,No,No,No,No,No,No,Yes,1.97,,,1.56,,5.34,E-service,No
Zone 2,19,23,Married,4,37,Some college,1,No,Female,4,Yes,Yes,No,No,8.4,17.5,24.8,0,0,136.05,302.5,446,0,0,No,No,No,No,Yes,Yes,No,Yes,No,2.13,2.86,3.21,,,3.61,Plus service,Yes
Zone 3,58,37,Married,5,64,College degree,8,No,Female,2,Yes,Yes,Yes,Yes,10.8,58.75,63.25,37.75,109.7,634.75,3525.55,3521.45,2305,6444.95,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.38,4.07,4.15,3.63,4.7,4.16,Total service,Yes
Zone 3,65,64,Unmarried,20,88,Some college,26,No,Female,1,Yes,Yes,Yes,Yes,15.1,36.25,39.9,24,48.8,1017.9,2202.45,2534.25,1620,3242.75,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.71,3.59,3.69,3.18,3.89,4.48,Total service,Yes
